,bump_iter,chosen,description,pathdir,pathmode,pathnum,person_id,person_trip_id,pf_cost,pf_fare,pf_initcost,pf_initfare,pf_iteration,pf_probability,trace,trip_list_id_num,sim_cost,ln_PS,logsum_component,logsum,probability,missed_xfer
285,,unchosen,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,17,107.054176471,5.5,105.877705882,5.0,4.02,4.77253561185e-05,False,35,20104.9712209,-0.980829253012,0.0,7.58124001936e-20,0.0,0
286,,iter4.02 sim0,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,18,87.1541764707,5.5,105.977705882,5.0,4.02,0.999952274644,False,37,87.0712209123,-0.980829253012,7.58124001936e-20,7.58124001936e-20,1.0,0
287,,unchosen,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,18,107.054176471,5.5,105.877705882,5.0,4.02,4.77253561185e-05,False,37,20104.9712209,-0.980829253012,0.0,7.58124001936e-20,0.0,0
288,,iter4.02 sim0,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,19,87.1541764707,5.5,105.977705882,5.0,4.02,0.999952274644,False,39,87.0712209123,-0.980829253012,7.58124001936e-20,7.58124001936e-20,1.0,0
289,,unchosen,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,19,107.054176471,5.5,105.877705882,5.0,4.02,4.77253561185e-05,False,39,20104.9712209,-0.980829253012,0.0,7.58124001936e-20,0.0,0
290,,iter4.03 sim0,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,20,103.154176471,5.5,121.977705882,5.0,4.03,0.999934873153,False,41,103.071995912,-1.4546136051,2.00601943948e-23,2.00612764907e-23,0.999946060465,0
291,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,20,123.054176471,5.5,121.877705882,5.0,4.03,4.77245255865e-05,False,41,122.971995912,-1.4546136051,9.57425614775e-28,2.00612764907e-23,4.77250595304e-05,0
292,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,20,125.685058824,7.5,125.685058824,7.5,4.03,1.28071582453e-05,False,41,50112.1804951,-1.67700804133,0.0,2.00612764907e-23,0.0,1
293,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,20,127.735058824,7.5,127.735058824,7.5,4.03,4.59516311032e-06,False,41,127.209736932,-1.29402302968,1.24670319488e-28,2.00612764907e-23,6.21447591063e-06,0
294,,iter4.03 sim0,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,21,103.154176471,5.5,121.977705882,5.0,4.03,0.999934873153,False,43,103.071995912,-1.4546136051,2.00601943948e-23,2.00612764907e-23,0.999946060465,0
295,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,21,123.054176471,5.5,121.877705882,5.0,4.03,4.77245255865e-05,False,43,122.971995912,-1.4546136051,9.57425614775e-28,2.00612764907e-23,4.77250595304e-05,0
296,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,21,125.685058824,7.5,125.685058824,7.5,4.03,1.28071582453e-05,False,43,50112.1804951,-1.67700804133,0.0,2.00612764907e-23,0.0,1
297,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,21,127.735058824,7.5,127.735058824,7.5,4.03,4.59516311032e-06,False,43,127.209736932,-1.29402302968,1.24670319488e-28,2.00612764907e-23,6.21447591063e-06,0
298,,iter4.03 sim0,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,22,103.154176471,5.5,121.977705882,5.0,4.03,0.999934873153,False,45,103.071995912,-1.4546136051,2.00601943948e-23,2.00612764907e-23,0.999946060465,0
299,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,22,123.054176471,5.5,121.877705882,5.0,4.03,4.77245255865e-05,False,45,122.971995912,-1.4546136051,9.57425614775e-28,2.00612764907e-23,4.77250595304e-05,0
300,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,22,125.685058824,7.5,125.685058824,7.5,4.03,1.28071582453e-05,False,45,50112.1804951,-1.67700804133,0.0,2.00612764907e-23,0.0,1
301,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,22,127.735058824,7.5,127.735058824,7.5,4.03,4.59516311032e-06,False,45,127.209736932,-1.29402302968,1.24670319488e-28,2.00612764907e-23,6.21447591063e-06,0
302,,iter4.03 sim0,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,23,103.154176471,5.5,121.977705882,5.0,4.03,0.999934873153,False,47,103.071995912,-1.4546136051,2.00601943948e-23,2.00612764907e-23,0.999946060465,0
303,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,23,123.054176471,5.5,121.877705882,5.0,4.03,4.77245255865e-05,False,47,122.971995912,-1.4546136051,9.57425614775e-28,2.00612764907e-23,4.77250595304e-05,0
304,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,23,125.685058824,7.5,125.685058824,7.5,4.03,1.28071582453e-05,False,47,50112.1804951,-1.67700804133,0.0,2.00612764907e-23,0.0,1
305,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,23,127.735058824,7.5,127.735058824,7.5,4.03,4.59516311032e-06,False,47,127.209736932,-1.29402302968,1.24670319488e-28,2.00612764907e-23,6.21447591063e-06,0
306,,iter4.03 sim0,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,24,103.154176471,5.5,121.977705882,5.0,4.03,0.999934873153,False,49,103.071995912,-1.4546136051,2.00601943948e-23,2.00612764907e-23,0.999946060465,0
307,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,24,123.054176471,5.5,121.877705882,5.0,4.03,4.77245255865e-05,False,49,122.971995912,-1.4546136051,9.57425614775e-28,2.00612764907e-23,4.77250595304e-05,0
308,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,24,125.685058824,7.5,125.685058824,7.5,4.03,1.28071582453e-05,False,49,50112.1804951,-1.67700804133,0.0,2.00612764907e-23,0.0,1
309,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,24,127.735058824,7.5,127.735058824,7.5,4.03,4.59516311032e-06,False,49,127.209736932,-1.29402302968,1.24670319488e-28,2.00612764907e-23,6.21447591063e-06,0
310,,iter4.03 sim0,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,25,103.154176471,5.5,121.977705882,5.0,4.03,0.999934873153,False,51,103.071995912,-1.4546136051,2.00601943948e-23,2.00612764907e-23,0.999946060465,0
311,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,25,123.054176471,5.5,121.877705882,5.0,4.03,4.77245255865e-05,False,51,122.971995912,-1.4546136051,9.57425614775e-28,2.00612764907e-23,4.77250595304e-05,0
312,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,25,125.685058824,7.5,125.685058824,7.5,4.03,1.28071582453e-05,False,51,50112.1804951,-1.67700804133,0.0,2.00612764907e-23,0.0,1
313,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,25,127.735058824,7.5,127.735058824,7.5,4.03,4.59516311032e-06,False,51,127.209736932,-1.29402302968,1.24670319488e-28,2.00612764907e-23,6.21447591063e-06,0
314,,iter4.04 sim0,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,26,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,53,99.1712209123,-1.4546136051,1.41051486069e-22,1.41052568165e-22,0.999992328421,0
315,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,26,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,53,122.971995912,-1.4546136051,9.57425614775e-28,1.41052568165e-22,6.78772196232e-06,0
316,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,26,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,53,50112.1804951,-1.67700804133,0.0,1.41052568165e-22,0.0,1
317,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,26,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,53,127.209736932,-1.29402302968,1.24670319488e-28,1.41052568165e-22,8.83857139999e-07,0
318,,iter4.04 sim0,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,27,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,55,99.1712209123,-1.4546136051,1.41051486069e-22,1.41052568165e-22,0.999992328421,0
319,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,27,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,55,122.971995912,-1.4546136051,9.57425614775e-28,1.41052568165e-22,6.78772196232e-06,0
320,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,27,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,55,50112.1804951,-1.67700804133,0.0,1.41052568165e-22,0.0,1
321,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,27,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,55,127.209736932,-1.29402302968,1.24670319488e-28,1.41052568165e-22,8.83857139999e-07,0
322,,iter4.04 sim0,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,28,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,57,99.1712209123,-1.4546136051,1.41051486069e-22,1.41052568165e-22,0.999992328421,0
323,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,28,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,57,122.971995912,-1.4546136051,9.57425614775e-28,1.41052568165e-22,6.78772196232e-06,0
324,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,28,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,57,50112.1804951,-1.67700804133,0.0,1.41052568165e-22,0.0,1
325,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,28,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,57,127.209736932,-1.29402302968,1.24670319488e-28,1.41052568165e-22,8.83857139999e-07,0
326,,iter4.04 sim0,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,29,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,59,99.1712209123,-1.4546136051,1.41051486069e-22,1.41052568165e-22,0.999992328421,0
327,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,29,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,59,122.971995912,-1.4546136051,9.57425614775e-28,1.41052568165e-22,6.78772196232e-06,0
328,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,29,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,59,50112.1804951,-1.67700804133,0.0,1.41052568165e-22,0.0,1
329,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,29,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,59,127.209736932,-1.29402302968,1.24670319488e-28,1.41052568165e-22,8.83857139999e-07,0
330,,iter4.04 sim0,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,30,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,61,99.1712209123,-1.4546136051,1.41051486069e-22,1.41052568165e-22,0.999992328421,0
331,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,30,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,61,122.971995912,-1.4546136051,9.57425614775e-28,1.41052568165e-22,6.78772196232e-06,0
332,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,30,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,61,50112.1804951,-1.67700804133,0.0,1.41052568165e-22,0.0,1
333,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,30,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,61,127.209736932,-1.29402302968,1.24670319488e-28,1.41052568165e-22,8.83857139999e-07,0
334,,iter4.04 sim0,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,31,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,63,99.1712209123,-1.4546136051,1.41051486069e-22,1.41052568165e-22,0.999992328421,0
335,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,31,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,63,122.971995912,-1.4546136051,9.57425614775e-28,1.41052568165e-22,6.78772196232e-06,0
336,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,31,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,63,50112.1804951,-1.67700804133,0.0,1.41052568165e-22,0.0,1
337,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,31,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,63,127.209736932,-1.29402302968,1.24670319488e-28,1.41052568165e-22,8.83857139999e-07,0
338,,iter4.04 sim0,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,32,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,65,99.1712209123,-1.4546136051,1.41051486069e-22,1.41052568165e-22,0.999992328421,0
339,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,32,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,65,122.971995912,-1.4546136051,9.57425614775e-28,1.41052568165e-22,6.78772196232e-06,0
340,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,32,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,65,50112.1804951,-1.67700804133,0.0,1.41052568165e-22,0.0,1
341,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,32,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,65,127.209736932,-1.29402302968,1.24670319488e-28,1.41052568165e-22,8.83857139999e-07,0
342,,iter4.04 sim0,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,33,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,67,99.1712209123,-1.4546136051,1.41051486069e-22,1.41052568165e-22,0.999992328421,0
343,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,33,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,67,122.971995912,-1.4546136051,9.57425614775e-28,1.41052568165e-22,6.78772196232e-06,0
344,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,33,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,67,50112.1804951,-1.67700804133,0.0,1.41052568165e-22,0.0,1
345,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,33,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,67,127.209736932,-1.29402302968,1.24670319488e-28,1.41052568165e-22,8.83857139999e-07,0
346,,iter4.04 sim0,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,34,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,69,99.1712209123,-1.4546136051,1.41051486069e-22,1.41052568165e-22,0.999992328421,0
347,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,34,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,69,122.971995912,-1.4546136051,9.57425614775e-28,1.41052568165e-22,6.78772196232e-06,0
348,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,34,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,69,50112.1804951,-1.67700804133,0.0,1.41052568165e-22,0.0,1
349,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,34,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,69,127.209736932,-1.29402302968,1.24670319488e-28,1.41052568165e-22,8.83857139999e-07,0
350,,iter4.04 sim0,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,35,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,71,99.1712209123,-1.4546136051,1.41051486069e-22,1.41052568165e-22,0.999992328421,0
351,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,35,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,71,122.971995912,-1.4546136051,9.57425614775e-28,1.41052568165e-22,6.78772196232e-06,0
352,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,35,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,71,50112.1804951,-1.67700804133,0.0,1.41052568165e-22,0.0,1
353,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,35,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,71,127.209736932,-1.29402302968,1.24670319488e-28,1.41052568165e-22,8.83857139999e-07,0
354,,rejected,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,36,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,73,20097.1712209,-1.4546136051,0.0,1.08209593426e-27,0.0,0
355,,iter4.04 sim1,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,36,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,73,122.971995912,-1.4546136051,9.57425614775e-28,1.08209593426e-27,0.884788108392,0
356,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,36,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,73,50112.1804951,-1.67700804133,0.0,1.08209593426e-27,0.0,1
357,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,36,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,73,127.209736932,-1.29402302968,1.24670319488e-28,1.08209593426e-27,0.115211891608,0
358,,rejected,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,38,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,77,20097.1712209,-1.4546136051,0.0,1.08209593426e-27,0.0,0
359,,unchosen,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,38,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,77,122.971995912,-1.4546136051,9.57425614775e-28,1.08209593426e-27,0.884788108392,0
360,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,38,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,77,50112.1804951,-1.67700804133,0.0,1.08209593426e-27,0.0,1
361,,iter4.04 sim1,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,38,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,77,127.209736932,-1.29402302968,1.24670319488e-28,1.08209593426e-27,0.115211891608,0
362,,rejected,Z1 walk_access B0 local_bus t17 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,39,99.2541764707,5.5,138.077778417,5.00003082739,4.04,0.999990144473,False,79,20097.1712209,-1.4546136051,0.0,1.08209593426e-27,0.0,0
363,,iter4.04 sim1,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,39,122.979176471,5.5,121.802778417,5.00003082739,4.04,7.04981025579e-06,False,79,122.971995912,-1.4546136051,9.57425614775e-28,1.08209593426e-27,0.884788108392,0
364,,unchosen,Z1 walk_access B0 local_bus t18 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,39,125.435058824,7.5,125.435058824,7.5,4.04,2.06485400864e-06,False,79,50112.1804951,-1.67700804133,0.0,1.08209593426e-27,0.0,1
365,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,39,127.485058824,7.5,127.485058824,7.5,4.04,7.40862319879e-07,False,79,127.209736932,-1.29402302968,1.24670319488e-28,1.08209593426e-27,0.115211891608,0
366,,iter4.05 sim0,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t148 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,37,90.1777058824,3.3,143.707117647,0.55,4.05,0.999952274644,False,75,90.0947503241,-1.72564844412,1.15200335637e-20,1.15200335637e-20,1.0,0
367,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,37,110.077705882,3.3,143.607117647,0.55,4.05,4.77253561185e-05,False,75,20107.9947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
